  2.5000000e+002,  8.5210483e+001,
  3.7500000e+002,  8.2599994e+001,
  5.0000000e+002,  8.0424579e+001,
  6.2500000e+002,  7.9013499e+001,
  7.5000000e+002,  8.0154124e+001,
  8.7500000e+002,  8.0747951e+001,
  1.0000000e+003,  8.1394694e+001,
  1.1250000e+003,  8.1959125e+001,
  1.2500000e+003,  8.2311893e+001,
  1.3750000e+003,  8.2729342e+001,
  1.5000000e+003,  8.1994403e+001,
  1.6250000e+003,  8.1394694e+001,
  1.7500000e+003,  8.1400577e+001,
  1.8750000e+003,  8.2229587e+001,
  2.0000000e+003,  8.3717097e+001,
  2.1250000e+003,  8.4363841e+001,
  2.2500000e+003,  8.4522586e+001,
  2.3750000e+003,  8.4181575e+001,
  2.5000000e+003,  8.4222728e+001,
  2.6250000e+003,  8.5022342e+001,
  2.7500000e+003,  8.6104167e+001,
  2.8750000e+003,  8.6621562e+001,
  3.0000000e+003,  8.5575015e+001,
  3.1250000e+003,  8.4528468e+001,
  3.2500000e+003,  8.4892993e+001,
  3.3750000e+003,  8.5463305e+001,
  3.5000000e+003,  8.6210002e+001,
  3.6250000e+003,  8.5480945e+001,
  3.7500000e+003,  8.3946391e+001,
  3.8750000e+003,  8.1512286e+001,
  4.0000000e+003,  8.0201159e+001,
  4.1250000e+003,  8.0212916e+001,
  4.2500000e+003,  7.8942950e+001,
  4.3750000e+003,  7.7132060e+001,
  4.5000000e+003,  7.5262385e+001,
  4.6250000e+003,  7.3292758e+001,
  4.7500000e+003,  7.0923320e+001,
  4.8750000e+003,  6.9241786e+001,
  5.0000000e+003,  6.8406898e+001,
  5.1250000e+003,  6.8065886e+001,
  5.2500000e+003,  6.8912532e+001,
  5.3750000e+003,  6.9465205e+001,
  5.5000000e+003,  6.9841495e+001,
  5.6250000e+003,  7.0535274e+001,
  5.7500000e+003,  7.0182506e+001,
  5.8750000e+003,  7.0370646e+001,
  6.0000000e+003,  7.0946837e+001,
  6.1250000e+003,  7.0987994e+001,
  6.2500000e+003,  7.1528907e+001,
  6.3750000e+003,  7.0999755e+001,
  6.5000000e+003,  6.9894408e+001,
  6.6250000e+003,  6.8794944e+001,
  6.7500000e+003,  6.6919387e+001,
  6.8750000e+003,  6.5772883e+001,
  7.0000000e+003,  6.5866958e+001,
  7.1250000e+003,  6.6149173e+001,
  7.2500000e+003,  6.6066859e+001,
  7.3750000e+003,  6.5584743e+001,
  7.5000000e+003,  6.4479396e+001,
  7.6250000e+003,  6.3773856e+001,
  7.7500000e+003,  6.4344169e+001,
  7.8750000e+003,  6.5625899e+001,
  8.0000000e+003,  6.6160930e+001,
  8.1250000e+003,  6.5825801e+001,
  8.2500000e+003,  6.4708697e+001,
  8.3750000e+003,  6.4161902e+001,
  8.5000000e+003,  6.4214820e+001,
  8.6250000e+003,  6.3956122e+001,
  8.7500000e+003,  6.4832168e+001,
  8.8750000e+003,  6.5361320e+001,
  9.0000000e+003,  6.5608260e+001,
  9.1250000e+003,  6.5808162e+001,
  9.2500000e+003,  6.6372592e+001,
  9.3750000e+003,  6.7107528e+001,
  9.5000000e+003,  6.7589648e+001,
  9.6250000e+003,  6.8677356e+001,
  9.7500000e+003,  6.9230025e+001,
  9.8750000e+003,  6.8912532e+001,
  1.0000000e+004,  6.7836585e+001,
  1.0125000e+004,  6.6190330e+001,
  1.0250000e+004,  6.5872836e+001,
  1.0375000e+004,  6.7501456e+001,
  1.0500000e+004,  6.8647956e+001,
  1.0625000e+004,  6.8383380e+001,
  1.0750000e+004,  6.7648444e+001,
  1.0875000e+004,  6.6960544e+001,
  1.1000000e+004,  6.7295672e+001,
  1.1125000e+004,  6.8142322e+001,
  1.1250000e+004,  6.8236392e+001,
  1.1375000e+004,  6.7560252e+001,
  1.1500000e+004,  6.6842952e+001,
  1.1625000e+004,  6.6413749e+001,
  1.1750000e+004,  6.6396110e+001,
  1.1875000e+004,  6.6307918e+001,
